timestamp,TP9,AF7,AF8,TP10,Right AUX
0.0,-46.875,-24.4140625,-20.99609375,-52.734375,0.0
0.003905773162841797,-42.48046875,-1.953125,-6.34765625,-45.41015625,0.0
0.007811784744262695,-62.01171875,-0.9765625,-13.671875,-61.03515625,0.0
0.011717557907104492,-91.796875,-8.7890625,-19.53125,-93.75,0.0
0.01562356948852539,-107.91015625,-4.8828125,-23.92578125,-107.91015625,0.0
0.019529342651367188,-117.1875,-6.8359375,-36.62109375,-108.88671875,0.0
0.023435354232788086,-136.71875,0.0,-35.64453125,-125.0,0.0
0.027341127395629883,-165.0390625,18.5546875,-5.859375,-159.66796875,0.0
0.03124713897705078,-185.05859375,24.4140625,3.90625,-185.05859375,0.0
0.03515291213989258,-190.4296875,25.390625,3.90625,-192.87109375,0.0
0.03905892372131348,-186.5234375,19.53125,4.39453125,-183.59375,0.0
0.042964935302734375,-192.87109375,11.71875,-2.44140625,-184.08203125,0.0
0.046871185302734375,-205.078125,19.04296875,-1.953125,-201.66015625,0.0
0.05077719688415527,-190.91796875,21.97265625,5.37109375,-192.87109375,0.0
0.05468297004699707,-172.8515625,20.5078125,4.39453125,-170.41015625,0.0
0.05858898162841797,-170.41015625,19.53125,-4.39453125,-166.9921875,0.0
0.062494754791259766,-162.109375,17.08984375,-3.41796875,-161.1328125,0.0
0.06640076637268066,-145.01953125,6.34765625,1.953125,-146.97265625,0.0
0.07030653953552246,-128.41796875,-1.953125,-6.8359375,-127.9296875,0.0
0.07421255111694336,-119.62890625,-4.39453125,-20.99609375,-112.79296875,0.0
0.07811832427978516,-108.3984375,-20.99609375,-15.625,-101.07421875,0.0
0.08202433586120605,-84.9609375,-32.71484375,0.9765625,-83.49609375,0.0
0.08593010902404785,-75.1953125,-29.296875,-1.46484375,-70.80078125,0.0
0.08983612060546875,-69.82421875,-25.390625,-9.27734375,-57.12890625,0.0
0.09374213218688965,-50.78125,-36.62109375,-18.5546875,-35.15625,0.0
0.09764790534973145,-31.73828125,-49.8046875,-23.92578125,-24.90234375,0.0
0.10155391693115234,-21.484375,-52.24609375,-22.94921875,-17.08984375,0.0
0.10545969009399414,-4.8828125,-45.41015625,-21.97265625,-3.41796875,0.0
0.10936570167541504,2.9296875,-40.52734375,-28.80859375,4.39453125,0.0
0.11327147483825684,-0.9765625,-51.7578125,-38.0859375,3.90625,0.0
0.11717748641967773,0.0,-59.5703125,-40.0390625,4.39453125,0.0
0.12108325958251953,0.9765625,-75.1953125,-41.9921875,9.765625,0.0
0.12498927116394043,10.7421875,-73.73046875,-46.875,20.5078125,0.0
0.12889504432678223,21.97265625,-67.3828125,-42.48046875,21.97265625,0.0
